"Annotation","p.overall","CAvsDE","CAvsHF","DEvsHF"
"Oxidoreductase.NAD.binding.domain..PF00175.",1.70829163435571e-08,8.99010177754262e-07,4.70581960843978e-06,0.999757147308527
"S.adenosyl.L.homocysteine.hydrolase..NAD.binding.domain..PF00670.",3.04486236101119e-08,0.00285143464538877,2.66397448688527e-07,0.510869546557579
"Surface.antigen..PF01103.",4.90240021264945e-08,0.00986065650495612,0.20722934753886,9.44712248787502e-08
"Aldo.keto.reductase.family..PF00248.",2.06896367478869e-07,0.00943868330607267,1.71932963663694e-07,0.389592117091873
"Oxidoreductase.family..NAD.binding.Rossmann.fold..PF01408.",3.83789145458043e-07,0.0625619783281328,2.13825790640499e-07,0.171984975501268
"TCP.1.cpn60.chaperonin.family..PF00118.",2.18406838482548e-06,1.90532950471584e-05,0.00232880133418718,0.842879696806378
"Ftsk.gamma.domain..PF09397.",4.2068806506955e-06,0.857865646194761,3.37024232088162e-06,0.0205452668008957
"MaoC.like.domain..PF01575.",0.000173394022068988,0.0129998975086617,0.000596204000179045,0.999757147308527
"PF09678",0.000401819477888197,0.999981623371026,0.00342273854486451,0.0388030187641048
"PF13976",0.00079945646554746,0.139645494802173,0.0179331257317343,1.73046340137069e-06
"PF07727",0.00102589790532396,0.495888664581838,0.00160448028150706,6.2102494493311e-08
"Gelsolin.repeat..PF00626.",0.00670853459892208,0.991963125144193,0.0217017963632729,0.102987715374497
"PF07532",0.00692269035031211,0.999981623371026,0.000175093640191409,0.0038979908618784
"PF05233",0.00789868647589732,0.999981623371026,0.0389332483492188,0.146961814776926
"Photosynthetic.reaction.centre.protein..PF00124.",0.00791303853298786,0.999981623371026,0.00442614398672667,0.00284515143476327
"PF13400",0.00885138139873565,0.427435559519805,0.0290988665303264,0.999757147308527
"Photosystem.I.psaA.psaB.protein..PF00223.",0.00906880436195178,0.999981623371026,0.00853392648131134,0.0251418619801974
"PF13196",0.00998706177455595,0.417009001670433,0.0294569114261549,0.398882991217208
"Glyoxalase.Bleomycin.resistance.protein.Dioxygenase.superfamily..PF00903.",0.0101134621620126,0.999981623371026,0.00991367863353953,0.043710422833994
"Sec23.Sec24.zinc.finger..PF04810.",0.0101134621620126,0.999981623371026,0.0285544805967569,0.156254213659651
"Sec23.Sec24.trunk.domain..PF04811.",0.0101703522592545,0.999981623371026,0.0262079406102928,0.135068425167766
"Sec23.Sec24.helical.domain..PF04815.",0.0101703522592545,0.999981623371026,0.0262079406102928,0.135068425167766
"Sec23.Sec24.beta.sandwich.domain..PF08033.",0.0101703522592545,0.999981623371026,0.0262079406102928,0.135068425167766
"Pertactin..PF03212.",0.0108639448442633,0.0955987358644746,0.00853392648131134,0.999757147308527
"PF05045",0.0127838393742545,0.151742006840355,0.0285544805967569,0.999757147308527
"Class.II.DAHP.synthetase.family..PF01474.",0.014854870324014,0.250869892426252,0.000401924660543573,0.236862805824753
"Initiator.Replication.protein..PF01051.",0.0161027898510858,0.247558451760018,3.23644610405813e-05,0.228498699982987
"CobQ.CobB.MinD.ParA.nucleotide.binding.domain..PF01656.",0.0161027898510858,0.999981623371026,0.0523533495238132,0.0163353724320666
"Histidine.kinase..PF07730.",0.0161027898510858,0.999981623371026,0.00112906370611006,0.000153010209177969
"Iron.containing.redox.enzyme..PF14518.",0.0170152997544764,0.999981623371026,0.00510073715652218,0.0701004027266386
"Phorbol.esters.diacylglycerol.binding.domain..C1.domain...PF00130.",0.0185145643417319,0.999981623371026,0.0179331257317343,0.111618715176678
"PHD.finger..PF00628.",0.0189344250848777,0.182999746561877,0.00398913912830418,0.742922809755083
"RhoGEF.domain..PF00621.",0.0200276123886543,0.106619892533692,0.00232880133418718,0.893007304789452
"FYVE.zinc.finger..PF01363.",0.0201267560576996,0.334596917001864,0.0284959386873938,0.999757147308527
"Zinc.knuckle..PF00098.",0.0225306211327196,0.999981623371026,0.0435450272574213,0.00067462888746358
"Protein.of.unknown.function.DUF72..PF01904.",0.0225306211327196,0.999981623371026,0.0469330445812658,0.14270032817098
"Domain.of.unknown.function..DUF4118...PF13493.",0.0228330569410061,0.999981623371026,0.00701359178980644,0.00184393328842202
"Head.binding..PF09008.",0.0229291226979877,0.711434596803166,0.00847812223843735,0.290981626713178
"X4.alpha.glucanotransferase..PF02446.",0.0258809130192028,0.999981623371026,0.000692321337112719,0.00539568055518084
"Osmosensitive.K..channel.His.kinase.sensor.domain..PF02702.",0.0262215345668412,0.999981623371026,0.00636676850113743,0.00122646554563953
"PF09925",0.0262215345668412,0.314209193965276,0.0179331257317343,0.887110598502723
"WHG.domain..PF13305.",0.0262215345668412,0.0445364045869434,0.795756408154241,0.0157441691746646
"ARID.BRIGHT.DNA.binding.domain..PF01388.",0.0267682793123385,0.999981623371026,0.0168831356141864,0.0947114202735028
"Collagen.triple.helix.repeat..20.copies...PF01391.",0.0294015496841134,0.0719181438331686,0.00945867148804348,0.999757147308527
"ALIX.V.shaped.domain.binding.to.HIV..PF13949.",0.0307498309612083,0.999981623371026,0.0300975781482271,0.157425762905293
"F5.8.type.C.domain..PF00754.",0.0310815066385568,0.999981623371026,0.00243367558206342,0.0175563648696676
"Dynein.heavy.chain.and.region.D6.of.dynein.motor..PF03028.",0.0373483769177752,0.901697770585426,0.00342273854486451,0.28409518163835
"PF08811",0.0373483769177752,0.999981623371026,0.00291194720363434,0.0724116536516437
"Peptidase.family.M13..PF05649.",0.0375621857476521,0.999981623371026,0.000540256567643659,0.0907486990557929
"Microtubule.binding.stalk.of.dynein.motor..PF12777.",0.0375621857476521,0.893875006201048,0.00342273854486451,0.290981626713178
"PF14351",0.0375621857476521,0.427435559519805,0.0324750849273887,0.87882773945625
"Peptidase.family.M13..PF01431.",0.0376567645235944,0.999981623371026,0.00054466726167927,0.078250320495545
"BRO1.like.domain..PF03097.",0.0402069789573287,0.999981623371026,0.0310451265061352,0.240067077913374
"PF05525",0.0424218647501108,0.00879858659402645,0.386293420445322,0.284114553615972
"Helix.turn.helix.domain..PF13936.",0.0432210058927641,0.999981623371026,0.0198291977398688,0.025073187609212
"PF13438",0.0447976787257547,0.0452677850202301,0.00146699954985792,0.999757147308527
"PF12029",0.0449407185521927,0.999981623371026,0.00567507970952463,0.102987715374497
"Clathrin.adaptor.complex.small.chain..PF01217.",0.0456291864592805,0.999981623371026,0.0276683714247754,0.188266221692868
"Ras.family..PF00071.",0.0458945648360909,0.999981623371026,0.0161579006981246,0.070186275828395
"Ubiquitin.conjugating.enzyme..PF00179.",0.0458945648360909,0.699295214653631,0.00950362027801381,0.543932086183655
"PF02104",0.0463970062535327,0.774675747766379,0.0170359494006269,0.520651452395221
"Glutamate.cysteine.ligase.family.2.GCS2...PF04107.",0.0488811451685409,0.999981623371026,0.00177534800191869,0.0784951535374707
"PBP.superfamily.domain..PF12849.",0.0488811451685409,0.999981623371026,0.000419991115525746,0.0681835796153138
"Siderophore.interacting.protein..PF04954.",0.049599417657436,0.999981623371026,0.0433525774760881,0.0552552106766756
