"rows.list[[i]]","PHYLLO11","PHYLLO13","PHYLLO15","PHYLLO21","PHYLLO23","PHYLLO26","PHYLLO27","PHYLLO12","PHYLLO14","PHYLLO16","PHYLLO22","PHYLLO24","PHYLLO25","PHYLLO28","PHYLLO29"
"Erwinia",0,24.52032534043,381.113341607565,59.7265546384932,283.977289976799,0,0,0,925.6887284547,8.99867249434245,39.5101797893245,412.715582091779,199.64047958815,2.34307236092178,0
"Erysipelothrix",0,2.13220220351565,1.86820265493905,1.27077775826581,0,0,0,0,0,0,2.46938623683278,0,0.68604975803488,0,0
"X.Erysipelotrichaceae.",0,4.26440440703131,0,1.27077775826581,1.55462020060292,1.39438990685085,0,0,1.01612374144314,1.49977874905707,1.23469311841639,5.50287442789039,0,0,0
"Erythrobacter",0,21.3220220351565,9.34101327469523,2.54155551653162,7.77310100301458,5.5775596274034,13.3569084412586,0,0,25.4962387339703,0,0,11.662845886593,16.4015065264525,0
"Escherichia",0,11.7271121193361,18.6820265493905,7.62466654959487,39.3837117486072,16.7326788822102,80.9271511440963,0,72.1447856424629,7.49889374528537,61.7346559208194,74.2888047765203,60.3723787070694,19.3303469776047,0
"Ethanoligenens",0,1.06610110175783,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Eubacteriaceae.",0,0,0,0,0,0,0.785700496544624,0,0,0,0,0,0,0,0
"Eubacterium",0,3.19830330527348,9.34101327469523,0,5.18206733534305,0.697194953425425,2.35710148963387,1.10500959162064,0,1.49977874905707,0,0,6.8604975803488,6.4434489925349,10.2361791068845
"X.Eukaryota.",0,271.855780948246,0,238.906218553973,66.330461892391,16.7326788822102,21.9996139032495,18.7851630575509,94.4995079542119,0,71.6122008681506,0,92.6167173347088,49.2045195793574,0
"X.Eurotiales.",0,10.6610110175783,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Eurotiomycetes.",1.22215542438489,254.79816332012,0,97.8498873864675,2.59103366767153,2.09158486027627,0,7.73506714134449,47.7578158478276,0,41.9795660261572,0,0,1.75730427069134,0
"X.Euryarchaeota.",0,2.13220220351565,1.86820265493905,0,0.518206733534305,0,2.35710148963387,0,0,0,0,0,1.37209951606976,1.75730427069134,0
"Eutypa",0,2.13220220351565,1.86820265493905,0,4.66386060180875,3.48597476712712,0,0,3.04837122432942,2.99955749811415,0,5.50287442789039,2.74419903213952,1.75730427069134,2.55904477672112
"Exiguobacterium",0,10.6610110175783,31.7594451339638,27.9571106818479,65.2940484253224,36.9513325315475,33.7851213514188,0,0,227.966369856675,0,63.2830559207395,629.79367787602,55.0622004816618,143.306507496382
"Exophiala",0,11.7271121193361,0,3.81233327479744,0,0,0.785700496544624,1.10500959162064,3.04837122432942,0,1.23469311841639,0,0.68604975803488,0,0
"Facklamia",0,0,0,0,2.07282693413722,0,0,0,0,0,0,0,0.68604975803488,0,0
"Faecalibacterium",0,1.06610110175783,0,0,1.03641346706861,2.09158486027627,0,0,0,0,0,0,1.37209951606976,2.34307236092178,0
"Felixounalikevirus",0,0,0,0,0,0,0,0,0,0,0,0,2.05814927410464,0,0
"Ferrimonas",0,0,0,0,0.518206733534305,0,0,0,0,0,0,0,0.68604975803488,0,0
"Ferroplasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fervidicella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fervidobacterium",0,0,1.86820265493905,0,0.518206733534305,0,0,0,0,1.49977874905707,0,0,0,0,0
"Fibrella",0,2.13220220351565,0,0,23.3193030090437,4.88036467397797,0.785700496544624,0,0,11.9982299924566,0,0,13.0349454026627,2.92884045115223,0
"Fibrisoma",0,10.6610110175783,1.86820265493905,0,17.6190289401664,13.9438990685085,0.785700496544624,0,0,26.9960174830273,0,5.50287442789039,30.1861893535347,8.20075326322623,0
"Fibrobacter",0,1.06610110175783,0,0,2.07282693413722,0,0,0,1.01612374144314,0,0,0,3.4302487901744,1.75730427069134,0
"Fibroporia",0,1.06610110175783,0,1.27077775826581,0,0,0.785700496544624,1.10500959162064,0,0,0,0,1.37209951606976,0,0
"Fictibacillus",0,0,0,0,0.518206733534305,0,0,0,0,0,0,0,0,0,0
"Filifactor",0,0,0,0,0,0.697194953425425,0,0,0,0,0,0,0.68604975803488,0,0
"Filobasidiella",1.22215542438489,8.52880881406261,0,100.391442902999,2.07282693413722,0,0.785700496544624,3.31502877486192,5.0806187072157,0,13.5816243025803,0,2.74419903213952,0,0
"Fimbriimonas",0,1.06610110175783,0,0,0,0.697194953425425,0.785700496544624,0,0,4.49933624717122,2.46938623683278,0,6.17444782231392,6.4434489925349,0
"Finegoldia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Firmicutes.",0,81.0236837335948,547.383377897141,0,338.907203731436,192.425807145417,191.710921156888,0,0,137.979644913251,0,44.0229954231231,402.711207966475,254.223351160013,38.3856716508167
"Fischerella",0,11.7271121193361,0,10.1662220661265,0,1.39438990685085,0.785700496544624,2.21001918324128,3.04837122432942,1.49977874905707,0,0,0,1.75730427069134,2.55904477672112
"Flammeovirga",0,0,0,0,0,2.09158486027627,0,0,0,0,0,0,0,0,0
"X.Flammeovirgaceae.",1.22215542438489,3.19830330527348,1.86820265493905,1.27077775826581,0.518206733534305,1.39438990685085,0.785700496544624,0,0,4.49933624717122,0,0,0.68604975803488,1.75730427069134,0
"X.Flavobacteriaceae.",0,103.411806870509,0,304.986661983795,3902.61491024685,3819.23395486448,0,0,0,442.434730971837,0,200.854916617999,984.481402780053,1687.01209986368,0
"X.Flavobacteriales.",0,29.8508308492191,0,53.3726658471641,252.366679231207,262.14530248796,2.35710148963387,0,0,62.9907074603971,0,0,101.535364189162,98.4090391587148,0
"X.Flavobacteriia.",0,2.13220220351565,0,7.62466654959487,116.078308311684,102.487658153537,0,0,0,0,0,0,26.7559405633603,28.1168683310614,0
"Flavobacterium",0,0,0,0,34.2016444132641,13.2467041150831,0,0,0,7.49889374528537,0,0,27.4419903213952,12.3011298948393,0
"Flavonifractor",0,0,0,0,0,0,0,0,0,0,0,0,0.68604975803488,0,0
"Flexibacter",0,1.06610110175783,3.73640530987809,1.27077775826581,0.518206733534305,2.7887798137017,1.57140099308925,0,0,2.99955749811415,0,0,0,3.51460854138267,5.11808955344223
"Flexistipes",0,1.06610110175783,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fluviicola",0,0,0,0,6.21848080241166,16.0354839287848,2.35710148963387,0,0,0,0,0,10.2907463705232,12.3011298948393,0
"Fomitopsis",0,1.06610110175783,0,2.54155551653162,0,0.697194953425425,0,0,0,0,0,0,0,0,0
"X.Formicidae.",1.22215542438489,0,0,1.27077775826581,2.07282693413722,0,0,0,0,0,2.46938623683278,8.25431164183558,0,0,0
"Formosa",0,1.06610110175783,0,0,1.03641346706861,0,0,0,0,2.99955749811415,0,0,1.37209951606976,1.17153618046089,0
"Francisella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55904477672112
"Frankia",0,6.39660661054696,0,0,3.10924040120583,31.3737729041441,16.4997104274371,0,0,0,0,0,0,16.9872746166829,0
"Frankliniella",0,0,0,0,0,0,0,1.10500959162064,0,0,1.23469311841639,0,0,0,0
"Frateuria",0,2.13220220351565,0,1.27077775826581,0,0,0,0,0,0,0,0,0.68604975803488,0,0
"Frischella",0,0,0,0,0,0,0,1.10500959162064,0,0,0,0,0,0,0
"Fulvimarina",1.22215542438489,1.06610110175783,0,1.27077775826581,0.518206733534305,1.39438990685085,1.57140099308925,0,0,0,0,5.50287442789039,0,1.17153618046089,0
"Fulvivirga",0,5.33050550878913,0,0,4.14565386827444,5.5775596274034,0,0,0,4.49933624717122,0,0,7.54654733838368,1.17153618046089,0
"X.Fungi.",1.22215542438489,205.75751263926,57.9142823031104,230.010774246112,78.7674234972144,26.4934082301661,29.0709183721511,5.5250479581032,55.8868057793727,38.9942474754839,53.0918040919047,16.5086232836712,72.0352245936624,34.5603173235963,0
"Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Fusobacteriales.",0,0,0,0,0.518206733534305,0,0,0,0,0,0,0,0,0,0
"Fusobacterium",0,1.06610110175783,3.73640530987809,0,0,2.7887798137017,1.57140099308925,0,0,0,1.23469311841639,0,1.37209951606976,2.92884045115223,0
"Gaeumannomyces",0,2.13220220351565,0,1.27077775826581,1.03641346706861,0,0,0,1.01612374144314,1.49977874905707,1.23469311841639,0,0,2.34307236092178,0
"Galbibacter",0,3.19830330527348,0,44.4772215393034,3.10924040120583,0,0.785700496544624,0,3.04837122432942,4.49933624717122,1.23469311841639,0,2.74419903213952,2.92884045115223,0
"Galdieria",0,0,0,0,0,0,0,0,1.01612374144314,0,0,0,0,0.585768090230445,0
"Gallaecimonas",0,0,0,1.27077775826581,1.03641346706861,0,0,0,0,0,0,0,0,0,0
"Gallibacterium",0,0,0,0,0,0,0.785700496544624,0,0,0,0,0,0,0,0
"Gallionella",0,0,0,0,0,0,0,0,0,0,0,0,0.68604975803488,0,0
"X.Gammaproteobacteria.",0,2344.35632276546,1982.16301689033,2647.03007046769,1945.86628442132,340.231137271607,810.057211937507,406.643529716396,1344.33170992927,1216.32056548529,2018.7232486108,2751.43721394519,2443.70923812024,397.150765176242,273.817791109159
"Ganoderma",0,0,0,0,0,0,0,1.10500959162064,0,0,0,0,0,0,0
"Gardnerella",0,0,0,0,0,0,0,0,0,0,0,0,2.74419903213952,0,0
"Geitlerinema",0,2.13220220351565,0,0,0,2.7887798137017,0.785700496544624,0,1.01612374144314,0,0,0,0.68604975803488,0.585768090230445,5.11808955344223
"Gemella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmata",0,0,0,0,0,0.697194953425425,0.785700496544624,0,0,0,0,0,0,0.585768090230445,0
"X.Gemmatimonadetes.",0,0,0,0,3.10924040120583,69.0223003891171,71.4987451855608,0,0,0,0,0,26.0698908053254,86.1079092638754,0
"Gemmatimonas",0,1.06610110175783,0,0,0,9.76072934795595,11.7855074481694,0,0,4.49933624717122,1.23469311841639,0,2.74419903213952,19.3303469776047,0
"Geobacillus",0,10.6610110175783,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geobacter",0,0,0,0,0,2.7887798137017,10.9998069516247,0,0,0,1.23469311841639,0,0.68604975803488,4.68614472184356,0
"X.Geodermatophilaceae.",0,54.3711561896491,0,2.54155551653162,48.7114329522247,145.713745265914,150.068794840023,0,0,14.9977874905707,0,0,48.7095328204765,124.182835128854,17.9133134370478
"Geodermatophilus",0,14.9254154246096,1.86820265493905,2.54155551653162,19.6918558743036,83.663394411051,54.213334261579,0,0,8.99867249434245,0,8.25431164183558,24.0117415312208,68.5348665569621,30.7085373206534
"Geotrichum",0,2.13220220351565,0,1.27077775826581,0.518206733534305,0,0,0,0,0,0,0,0,0,0
"Gilliamella",2.44431084876978,29.8508308492191,1.86820265493905,606.160990692792,0.518206733534305,0,0,144.756256502304,31.4998359847373,0,672.907749536932,0,0,0.585768090230445,0
"Gillisia",0,2.13220220351565,5.60460796481714,2.54155551653162,2.59103366767153,0.697194953425425,1.57140099308925,0,0,4.49933624717122,1.23469311841639,0,3.4302487901744,1.17153618046089,0
"Glaciecola",0,0,0,0,3.62744713474014,0,0,0,0,0,0,0,0,0.585768090230445,0
"Glarea",0,14.9254154246096,1.86820265493905,5.08311103306325,3.10924040120583,0,1.57140099308925,2.21001918324128,6.09674244865884,1.49977874905707,2.46938623683278,0,0.68604975803488,1.17153618046089,0
"Gloeobacter",0,0,0,0,0,1.39438990685085,3.92850248272312,0,0,0,0,0,0,4.68614472184356,0
"Gloeocapsa",0,44.7762462738287,1.86820265493905,17.7908886157214,1.03641346706861,4.88036467397797,0,0,6.09674244865884,5.9991149962283,7.40815871049834,0,1.37209951606976,3.51460854138267,2.55904477672112
"Gloeophyllum",0,0,0,1.27077775826581,0,0,0,0,0,0,0,0,0,0,0
"X.Glomeraceae.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Glomerellales.",0,1.06610110175783,0,0,0.518206733534305,0,0,0,0,0,0,0,0,0,0
"Gluconacetobacter",0,1.06610110175783,0,3.81233327479744,1.03641346706861,1.39438990685085,0,0,0,0,0,0,0,1.17153618046089,0
"Gluconobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0.585768090230445,0
"Glycomyces",0,0,0,0,0,0,0,0,0,0,0,0,0.68604975803488,0,0
"Gordonia",0,43.7101451720709,3.73640530987809,11.4369998243923,8.80951447008319,13.2467041150831,14.9283094343479,0,0,0,7.40815871049834,0,4.80234830624416,15.2299703459916,15.3542686603267
"Gordonibacter",0,0,0,0,0,0,0,0,0,0,0,0,0.68604975803488,0,0
"Gottschalkia",0,0,1.86820265493905,0,2.07282693413722,0.697194953425425,0,0,0,0,0,5.50287442789039,1.37209951606976,0,2.55904477672112
"Gracilibacillus",0,2.13220220351565,1.86820265493905,0,1.03641346706861,0.697194953425425,1.57140099308925,0,0,1.49977874905707,0,2.75143721394519,0.68604975803488,1.17153618046089,0
"Gramella",0,0,0,0,2.07282693413722,0.697194953425425,0,0,0,0,1.23469311841639,0,1.37209951606976,0,0
"Granulibacter",0,0,0,2.54155551653162,2.07282693413722,0,3.1428019861785,0,0,0,0,0,0,9.95805753391757,0
"Granulicatella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Granulicella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gregarina",2.44431084876978,8.52880881406261,0,44.4772215393034,0,0,0,0,0,0,12.3469311841639,2.75143721394519,0,0,0
"Grimontia",0,0,0,0,1.03641346706861,0,0,0,0,0,0,0,0,0,0
"Grosmannia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guillardia",0,0,0,1.27077775826581,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,1.17153618046089,0
"Hafnia",0,18.123718729883,0,3.81233327479744,2.59103366767153,0,0,0,4.06449496577256,0,64.2040421576522,8.25431164183558,0.68604975803488,0,2.55904477672112
"Hahella",0,0,0,0,0,0.697194953425425,0,0,0,0,0,0,0,0.585768090230445,0
"Haladaptatus",0,0,0,0,0,0.697194953425425,0,0,0,0,0,0,0,0,0
"Halalkalicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Halanaerobiaceae.",0,1.06610110175783,0,0,0,0,0,0,0,0,0,0,0,0.585768090230445,0
"Halanaerobium",0,0,0,0,0,1.39438990685085,1.57140099308925,0,0,0,1.23469311841639,0,0.68604975803488,0,0
"Haliangium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haliscomenobacter",0,7.46270771230478,9.34101327469523,6.35388879132906,3.10924040120583,2.09158486027627,4.71420297926774,0,1.01612374144314,13.4980087415137,0,0,7.54654733838368,8.20075326322623,2.55904477672112
"Haloarcula",0,0,0,0,0,0.697194953425425,0,0,0,0,0,0,0,0,0
"Halobacillus",0,0,1.86820265493905,0,3.10924040120583,3.48597476712712,1.57140099308925,0,0,0,0,0,2.74419903213952,4.10037663161312,0
"X.Halobacteriaceae.",0,0,1.86820265493905,1.27077775826581,1.03641346706861,2.7887798137017,0,2.21001918324128,0,5.9991149962283,0,0,0,4.10037663161312,0
"Halobacterium",0,1.06610110175783,0,0,0,0,0,0,0,1.49977874905707,0,0,0,0,0
"Halobacteroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halococcus",0,0,0,0,0,0.697194953425425,0.785700496544624,0,0,0,0,0,0,0,0
"Haloferax",0,0,0,0,0,0.697194953425425,0,0,0,0,0,0,0,0.585768090230445,0
"Halogeometricum",0,0,1.86820265493905,0,0,0,0,0,0,0,0,0,0,0,0
"Halogranum",0,0,0,0,0,0.697194953425425,0,0,0,0,0,0,0,0,0
"X.Halomonadaceae.",0,1.06610110175783,0,0,4.14565386827444,0.697194953425425,0,0,1.01612374144314,0,0,5.50287442789039,2.74419903213952,0,0
"Halomonas",0,17.0576176281252,16.8138238944514,6.35388879132906,16.5826154730978,10.4579243013814,3.1428019861785,2.21001918324128,2.03224748288628,16.4975662396278,1.23469311841639,22.0114977115616,16.4651941928371,5.85768090230445,2.55904477672112
"Halonotius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halopiger",0,0,0,0,0,0,2.35710148963387,0,0,0,0,0,0,0,0
"Haloplasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0.585768090230445,0
"Halorhodospira",0,0,0,0,0,0,0,0,0,1.49977874905707,0,0,0.68604975803488,0,0
"Halorubrum",0,0,0,0,0,1.39438990685085,0.785700496544624,0,0,0,0,0,0,0,0
"Halostagnicola",0,0,0,0,0,0.697194953425425,0,0,0,0,0,0,0.68604975803488,0,0
"Halothece",0,1.06610110175783,0,0,0,1.39438990685085,0.785700496544624,0,0,0,0,0,0,0,0
"Halothermothrix",0,1.06610110175783,0,0,0.518206733534305,3.48597476712712,0.785700496544624,0,0,0,0,0,0,0.585768090230445,0
"Halothiobacillus",0,1.06610110175783,0,0,1.03641346706861,0.697194953425425,0.785700496544624,0,0,0,0,0,0,0,0
"Harmonia",0,0,0,0,0,0,0,0,0,0,1.23469311841639,0,0,0,0
"Harpegnathos",0,1.06610110175783,0,1.27077775826581,0,0,0,0,0,0,3.70407935524917,0,0.68604975803488,0,0
"Helcococcus",0,0,0,0,0.518206733534305,1.39438990685085,0.785700496544624,0,0,1.49977874905707,0,0,1.37209951606976,0.585768090230445,2.55904477672112
"Helicobacter",0,0,0,0,0,0.697194953425425,0,0,0,1.49977874905707,0,0,0,1.17153618046089,0
"Helicoverpa",0,1.06610110175783,0,0,0,0,0,0,0,0,0,0,0,0,0
"Heliobacillus",0,0,0,0,0,0,0.785700496544624,0,0,0,0,0,0,0.585768090230445,0
"Heliobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0.585768090230445,0
"Helobdella",0,0,0,0,0,0,0,1.10500959162064,0,0,2.46938623683278,0,0,0,0
"X.Helotiales.",0,18.123718729883,0,11.4369998243923,0,0,0,0,13.2096086387608,0,1.23469311841639,0,0,0,0
"X.Hemiptera.",0,0,0,0,0,0,0,0,0,0,3.70407935524917,0,0,0,0
"Herbaspirillum",0,2.13220220351565,1.86820265493905,0,7.77310100301458,9.76072934795595,0,0,0,4.49933624717122,0,11.0057488557808,7.54654733838368,9.37228944368712,0
"Herminiimonas",0,1.06610110175783,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herpetosiphon",0,0,0,0,3.62744713474014,8.3663394411051,4.71420297926774,0,0,0,0,0,0,13.4726660753002,0
"X.Herpotrichiellaceae.",0,54.3711561896491,0,19.0616663739872,0,0,0,0,8.12898993154512,0,0,0,0,0,0
"Heterobasidion",0,1.06610110175783,0,1.27077775826581,0,0,0,0,0,0,1.23469311841639,0,0,0.585768090230445,0
"Hippea",0,0,3.73640530987809,0,0.518206733534305,0,0,0,0,0,1.23469311841639,0,0,0,0
"Hirschia",0,0,1.86820265493905,0,1.55462020060292,0.697194953425425,0,0,0,0,0,0,0.68604975803488,0.585768090230445,2.55904477672112
"Hoeflea",0,0,0,0,0.518206733534305,0,0,0,0,0,0,0,0,2.34307236092178,0
"Holdemania",0,0,0,0,0,0,0.785700496544624,0,0,0,0,0,0.68604975803488,0,0
"Holosticha",0,0,0,1.27077775826581,0,0,0,0,0,0,0,0,0,0,0
"Hortaea",0,1.06610110175783,1.86820265493905,0,0,0,0,0,0,0,2.46938623683278,0,0,0,0
"Hyaloperonospora",0,0,5.60460796481714,1.27077775826581,0.518206733534305,0,0,0,1.01612374144314,0,0,0,3.4302487901744,4.10037663161312,0
"Hydra",0,0,0,0,0,0,0,0,0,0,1.23469311841639,0,0,0,0
"Hydrocarboniphaga",0,0,0,0,0,1.39438990685085,0,0,0,0,0,2.75143721394519,0,1.17153618046089,0
"Hydrogenivirga",0,0,0,1.27077775826581,0,1.39438990685085,0,0,0,0,0,0,0,0,0
"Hydrogenophaga",0,4.26440440703131,1.86820265493905,1.27077775826581,10.8823414042204,4.88036467397797,2.35710148963387,0,0,0,0,11.0057488557808,1.37209951606976,14.6442022557611,0
"Hylemonella",0,1.06610110175783,0,0,8.29130773654888,3.48597476712712,0,0,0,0,0,2.75143721394519,4.11629854820928,9.95805753391757,0
"Hymenobacter",0,121.535525600392,69.1234982327447,45.7479992975692,106.750587108067,36.9513325315475,62.0703392270253,5.5250479581032,12.1934848973177,325.451988545385,22.224476131495,38.5201209952327,112.51216031772,95.4801987075626,28.1494925439323
"Hymenolepis",0,0,0,1.27077775826581,0,0,0,0,0,0,0,0,0,0,0
"X.Hymenoptera.",0,0,0,5.08311103306325,1.03641346706861,0,0,3.31502877486192,0,0,12.3469311841639,0,0,0,0
"X.Hymenostomatida.",0,0,0,0,0,0,0,0,1.01612374144314,1.49977874905707,0,0,1.37209951606976,0,0
"X.Hyphomicrobiaceae.",0,5.33050550878913,0,0,4.66386060180875,1.39438990685085,0.785700496544624,0,0,17.9973449886849,0,0,5.48839806427904,0.585768090230445,0
"Hyphomicrobium",0,7.46270771230478,0,0,0,0.697194953425425,0,0,0,0,7.40815871049834,0,0,0,0
"X.Hyphomonadaceae.",0,0,0,0,0.518206733534305,0,0.785700496544624,0,0,0,0,0,0,0,0
"Hyphomonas",0,2.13220220351565,1.86820265493905,0,0,1.39438990685085,0.785700496544624,0,0,4.49933624717122,0,0,0.68604975803488,1.17153618046089,0
"X.Hypocreales.",0,0,0,16.5201108574556,0,0,5.49990347581237,0,0,0,0,0,0,2.34307236092178,0
"I3likevirus",0,0,0,0,0,0.697194953425425,0,0,0,0,0,0,0,0,0
"Idiomarina",0,0,3.73640530987809,1.27077775826581,2.07282693413722,0,0.785700496544624,0,0,2.99955749811415,0,0,0.68604975803488,0,2.55904477672112
"X.Ignavibacteriales.",0,0,0,0,0.518206733534305,0,1.57140099308925,0,0,0,0,0,0,0,0
"Ignavibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ignicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0.585768090230445,0
"Ilumatobacter",0,18.123718729883,0,0,2.07282693413722,29.2821880438678,11.7855074481694,0,0,0,0,0,0,15.2299703459916,2.55904477672112
"Ilyobacter",0,1.06610110175783,1.86820265493905,1.27077775826581,0,0,0,0,0,0,0,2.75143721394519,0,0,0
"Imtechella",0,0,0,0,1.03641346706861,2.7887798137017,0,0,0,0,0,2.75143721394519,0,0.585768090230445,0
"Indibacter",0,1.06610110175783,0,1.27077775826581,0.518206733534305,0,0,0,0,0,0,0,0,1.17153618046089,0
"Influenzavirus_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Influenzavirus_B",0,0,0,1.27077775826581,0,21.6130435561882,18.856811917071,0,0,0,0,0,0,1.75730427069134,2.55904477672112
"X.Insecta.",34.220351882777,3.19830330527348,0,7.62466654959487,10.8823414042204,0,0,13.2601150994477,4.06449496577256,0,529.683347800631,2.75143721394519,5.48839806427904,5.27191281207401,5.11808955344223
"Intestinibacter",0,0,1.86820265493905,0,0,0,0,0,0,0,0,0,0,0,0
"X.Intrasporangiaceae.",0,34.1152352562504,0,0,0,15.3382889753593,2.35710148963387,0,0,0,0,0,1.37209951606976,0.585768090230445,0
"Intrasporangium",0,0,0,0,0,0,5.49990347581237,0,0,0,0,0,0,2.34307236092178,0
"Isoptericola",0,1.06610110175783,0,0,2.07282693413722,2.7887798137017,5.49990347581237,0,0,5.9991149962283,0,0,4.80234830624416,2.92884045115223,0
"Isosphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ixodes",0,0,0,0,0,0,0,3.31502877486192,0,0,0,0,0,0,0
"Jaminaea",0,0,0,1.27077775826581,0,1.39438990685085,0,0,0,0,0,0,0,0.585768090230445,0
"Janibacter",0,38.3796396632818,0,12.7077775826581,3.62744713474014,27.1906031835916,13.3569084412586,0,0,16.4975662396278,3.70407935524917,0,12.3488956446278,5.85768090230445,0
"Jannaschia",0,0,0,0,0,0,0,0,0,0,0,0,0,1.75730427069134,0
"Janthinobacterium",0,13.8593143228517,20.5502292043295,0,41.9747454162787,5.5775596274034,0,0,0,22.4966812358561,0,22.0114977115616,21.2675424990813,11.7153618046089,0
"Jeotgalicoccus",0,0,0,0,0,0,0,0,0,0,0,2.75143721394519,0,0,0
"Johnsonella",0,0,0,0,0,0,0,0,0,0,0,0,0.68604975803488,0,0
"Jonesia",0,0,0,2.54155551653162,1.03641346706861,0.697194953425425,0.785700496544624,0,0,1.49977874905707,1.23469311841639,2.75143721394519,6.8604975803488,1.17153618046089,0
"Joostella",0,1.06610110175783,0,1.27077775826581,3.62744713474014,0.697194953425425,0,0,0,2.99955749811415,0,0,1.37209951606976,0,0
"Kahliella",0,0,0,0,0,0,0,0,2.03224748288628,0,0,0,0,0,0
"Kamptonema",0,0,0,1.27077775826581,0,0,0,0,0,0,0,0,0,0,0
"Kangiella",0,0,0,1.27077775826581,0,0.697194953425425,0.785700496544624,0,1.01612374144314,0,0,0,0,0,0
"Ketogulonicigenium",0,2.13220220351565,0,0,0.518206733534305,0,1.57140099308925,0,1.01612374144314,2.99955749811415,0,0,1.37209951606976,0.585768090230445,0
"Kineococcus",0,6.39660661054696,0,3.81233327479744,4.14565386827444,2.09158486027627,0,0,0,0,1.23469311841639,0,2.74419903213952,3.51460854138267,2.55904477672112
"Kineosphaera",0,18.123718729883,0,1.27077775826581,2.07282693413722,2.09158486027627,4.71420297926774,0,0,0,1.23469311841639,0,0,1.17153618046089,0
"Kingella",0,0,0,0,0,0,0,0,0,0,0,0,0,0.585768090230445,0
"Kitasatospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella",0,0,14.9456212395124,1.27077775826581,10.3641346706861,0,42.4278268134097,0,44.7094446234981,0,16.0510105394131,33.0172465673423,37.7327366919184,0,0
"Kluyvera",0,0,0,0,0,0,0,0,1.01612374144314,0,0,0,0,0,0
"Kluyveromyces",0,0,0,1.27077775826581,0,0,0,1.10500959162064,0,0,0,0,0,0,0
"Kocuria",0,19.1898198316409,0,10.1662220661265,5.18206733534305,5.5775596274034,2.35710148963387,0,0,0,1.23469311841639,0,0.68604975803488,6.4434489925349,0
"Komagataeibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,1.17153618046089,0
"Kordia",0,0,0,0,3.62744713474014,0,0,0,1.01612374144314,2.99955749811415,0,0,3.4302487901744,0.585768090230445,0
"Kosakonia",0,0,0,0,1.03641346706861,4.18316972055255,0.785700496544624,0,5.0806187072157,0,1.23469311841639,2.75143721394519,3.4302487901744,0,0
"Kribbella",0,0,0,0,1.55462020060292,11.1551192548068,11.7855074481694,0,0,0,0,0,0,11.1295937143785,0
"Krombeinella",1.22215542438489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ktedonobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kurtzmanomyces",0,0,0,0,0,0,0,0,0,1.49977874905707,0,0,0,0,0
"Kutzneria",0,5.33050550878913,0,0,0,2.7887798137017,4.71420297926774,0,0,0,0,0,0.68604975803488,4.10037663161312,0
"Kwoniella",0,0,0,3.81233327479744,0,0,0,0,0,0,1.23469311841639,0,0,0,0
"Kyrpidia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kytococcus",0,3.19830330527348,1.86820265493905,1.27077775826581,1.03641346706861,2.7887798137017,3.92850248272312,0,0,0,1.23469311841639,0,0,0,0
"Labrenzia",0,0,0,0,0,0,3.92850248272312,0,0,0,0,0,0,1.75730427069134,0
"Laccaria",0,0,1.86820265493905,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoanaerobaculum",0,1.06610110175783,0,0,0,0,0,0,0,0,1.23469311841639,0,0.68604975803488,0,0
