"rows.list[[i]]","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"Blumeria",0,4.44967262953847,7.23167891424262,1.9690795512539,0,0,6.08795718446241,3.60906229500474,0,0,0.664790138132334,0,0,0,0
"Bombyx",0,2.22483631476923,0,0,0,0,0,27.6694775950364,0.502158439988034,0,0,0,0,0.581760571539921,0
"Bordetella",0,0,0,0,0,0,0,0,6.52805971984444,0,0,0,0,0,0
"Borrelia",0,0,0,0.98453977562695,0,0,0,0,0.502158439988034,0,0,0,0,0.581760571539921,0
"X.Botryosphaeriaceae.",0,0,4.13238795099578,0.98453977562695,0,0,4.87036574756993,3.60906229500474,0,0,3.32395069066167,0.675612680465471,0,1.74528171461976,0
"Botrytis",0,20.0235268329231,113.640668652384,30.5207330444355,0,0,59.6619804077317,27.6694775950364,1.5064753199641,0,0,0,0,0,0
"Brachybacterium",0,0,16.5295518039831,0.98453977562695,10.8534390264191,14.5323868925697,6.08795718446241,7.21812459000949,28.1208726393299,9.49755104254874,10.6366422101173,14.1878662897749,17.5589965127478,12.7987325738783,17.3573306460115
"Brachyspira",0,0,0,0,1.80890650440318,0,0,0,0,0,1.32958027626467,0,0,0.581760571539921,0
"X.Bradyrhizobiaceae.",0,0,65.0851102281835,0,0,0,0,20.4513530050269,0,0,0,0,0,0,0
"Bradyrhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brahmaea",0,0,0,0,0,0,0,1.20302076500158,0,0,0,0,0,0,0
"Brenneria",0,0,0,1.9690795512539,0,2.90647737851394,0,0,1.00431687997607,0,0,0,0,0,0
"Brevibacillus",0,0,1.03309698774895,0,0,1.45323868925697,3.65277431067745,0,1.5064753199641,0,0,0,4.58060778593422,2.9088028576996,0
"Brevibacterium",0,0,9.29787288974051,0,0,1.45323868925697,7.3055486213549,0,4.5194259598923,0,3.32395069066167,4.7292887632583,3.05373852395614,1.74528171461976,0
"Brevundimonas",0,0,13.4302608407363,0,9.0445325220159,13.0791482033127,10.9583229320323,1.20302076500158,7.53237659982051,0,13.2958027626467,15.5390916507058,40.4620354424189,38.9779582931747,12.3980933185796
"Brochothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brucella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Brucellaceae.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Buchnera",0,0,0,5.9072386537617,0,0,0,719.406417470946,0,0,0,0,0,0,0
"Burkholderia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Burkholderiaceae.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Burkholderiales.",0,0,0,0,0,0,0,0,2798.02682761332,845.282042786837,909.432908965033,1514.72362960359,0,2246.75932728717,0
"Butyricicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyrivibrio",0,0,0,0,3.61781300880636,1.45323868925697,0,0,0,0,0.664790138132334,1.35122536093094,0,0,0
"Byssochlamys",0,0,5.16548493874473,0,0,0,1.21759143689248,1.20302076500158,1.00431687997607,0,0.664790138132334,0,0,0,0
"Caenispirillum",0,0,0,0,0,0,0,0,0,0,0,0,0,2.32704228615968,0
"Caenorhabditis",1.18430776892476,6.6745089443077,8.26477590199156,1.9690795512539,3.61781300880636,0,2.43518287378497,6.01510382500791,4.01726751990427,2.37438776063718,0,0,0,1.74528171461976,0
"Caldalkalibacillus",0,0,0,0,0,1.45323868925697,1.21759143689248,0,0.502158439988034,0,0,1.35122536093094,1.52686926197807,1.16352114307984,0
"Caldanaerobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caldicellulosiruptor",0,0,0,0,1.80890650440318,0,0,0,0,0,0,0.675612680465471,1.52686926197807,0,0
"Caldilinea",0,0,1.03309698774895,0,0,0,0,0,3.51510907991624,0,0,12.1610282483785,19.0858657747259,15.7075354315779,4.95923732743185
"Calditerrivibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caldithrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caligus",0,0,0,0,0,0,0,0,0,0,0,0.675612680465471,0,0,0
"Caloramator",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0.675612680465471,0.763434630989036,0.581760571539921,0
"Calothrix",0,4.44967262953847,16.5295518039831,6.89177842938865,1.80890650440318,2.90647737851394,4.87036574756993,3.60906229500474,1.5064753199641,2.37438776063718,0.664790138132334,6.08051412418924,0.763434630989036,1.74528171461976,0
"Camponotus",1.18430776892476,0,1.03309698774895,0,0,0,0,14.436249180019,0,2.37438776063718,0,0,0,0,0
"Campylobacter",0,0,0,0,0,0,0,0,1.00431687997607,0,0.664790138132334,0,0,0,0
"X.Campylobacteraceae.",0,0,0,0,0,0,0,0,0,0,0,0,0.763434630989036,0,0
"X.Campylobacterales.",0,0,0,0,0,0,0,0,0,0,1.32958027626467,0.675612680465471,0.763434630989036,1.16352114307984,0
"Candida",0,0,0,0,0,0,0,0,0,0,1.994370414397,0,0,0,0
"Candidatus_Accumulibacter",0,0,0,0,0,0,0,0,10.0431687997607,0,0,2.70245072186188,0,13.3804931454182,0
"Candidatus_Acetothermum",0,0,0,0,0,0,0,1.20302076500158,0,0,0.664790138132334,2.02683804139641,1.52686926197807,0.581760571539921,0
"Candidatus_Actinomarina",0,0,0,0,0,0,1.21759143689248,0,0,0,0,0,0,1.74528171461976,0
"Candidatus_Amoebophilus",0,0,0,0.98453977562695,0,1.45323868925697,0,0,0,0,0,0.675612680465471,0,0,0
"Candidatus_Aquiluna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Arthromitus",0,0,0,0,0,1.45323868925697,0,0,0,0,0,0,0.763434630989036,0,0
"Candidatus_Atelocyanobacterium",0,0,0,0,0,0,0,1.20302076500158,0,0,0,0,0,0,0
"Candidatus_Azobacteroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0.581760571539921,0
"Candidatus_Caldiarchaeum",0,0,0,0,0,0,0,0,0,0,0,1.35122536093094,0.763434630989036,0,0
"Candidatus_Cardinium",1.18430776892476,0,0,0.98453977562695,0,0,0,1.20302076500158,0,0,0,0,0,0,0
"Candidatus_Chloracidobacterium",0,0,2.06619397549789,0,0,1.45323868925697,0,0,3.51510907991624,0,9.30706193385268,5.40490144372377,9.16121557186843,6.39936628693913,2.47961866371593
"Candidatus_Cloacimonas",0,0,0,0,0,0,0,0,0,0,0.664790138132334,0,0,0,0
"Candidatus_Competibacter",0,0,1.03309698774895,0.98453977562695,0,0,0,0,1.00431687997607,0,0.664790138132334,2.70245072186188,1.52686926197807,1.16352114307984,0
"Candidatus_Contendobacter",0,0,0,0,1.80890650440318,0,0,0,1.00431687997607,0,0,0,0.763434630989036,0,0
"Candidatus_Desulforudis",0,0,0,0,0,0,0,0,0,0,0.664790138132334,1.35122536093094,0.763434630989036,0,2.47961866371593
"Candidatus_Endolissoclinum",0,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Entotheonella",0,0,0,0,0,0,0,0,4.01726751990427,0,2.65916055252934,35.1318593842045,25.1933428226382,32.5785920062356,0
"Candidatus_Glomeribacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Hamiltonella",0,0,271.704507777973,0,0,0,1.21759143689248,75.7903081950996,0,0,0,0,0,0,0
"Candidatus_Ishikawaella",0,0,1.03309698774895,0,0,0,0,3.60906229500474,0,0,0,0,0,0,0
"Candidatus_Koribacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Kuenenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0.581760571539921,0
"Candidatus_Methylomirabilis",0,0,0,0,0,0,0,0,0,0,0,0,2.29030389296711,0,0
"Candidatus_Micrarchaeum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Microthrix",0,0,0,0,0,0,0,0,0,0,0,11.485415567913,13.7418233578026,11.0534508592585,0
"Candidatus_Midichloria",0,0,0,0,0,0,0,0,0,0,0,0.675612680465471,0,0,0
"Candidatus_Moranella",0,0,0,0,1.80890650440318,0,0,0,0,0,0,0,0,0,0
"Candidatus_Nicolleia",0,0,0,0,0,0,0,0,1.00431687997607,0,0,0,0,0,0
"Candidatus_Nitrosoarchaeum",0,0,0,0,0,0,0,0,1.00431687997607,0,0,0.675612680465471,2.29030389296711,2.9088028576996,2.47961866371593
"Candidatus_Pelagibacter",0,0,0,0,0,0,1.21759143689248,0,0,0,0,0.675612680465471,0,1.16352114307984,0
"Candidatus_Phytoplasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Profftella",0,2.22483631476923,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Protochlamydia",0,0,0,0,0,0,0,0,0,0,0,0,0,0.581760571539921,0
"Candidatus_Puniceispirillum",0,0,1.03309698774895,0,0,1.45323868925697,0,0,0,0,0,0,0,0,0
"Candidatus_Regiella",0,0,0,1.9690795512539,0,0,0,3.60906229500474,0,0,0,0,0,0,0
"X.Candidatus_Saccharibacteria.",0,0,3.09929096324684,3.9381591025078,66.9295406629177,462.129903183716,8.52314005824738,0,117.5050749572,16.6207143244603,99.0537305817178,18.2415423725677,5.34404241692325,45.3773245801138,101.664365212353
"Candidatus_Saccharimonas",0,0,0,0,0,63.9425023273066,2.43518287378497,0,15.566911639629,0,9.97185207198501,0,0.763434630989036,3.49056342923952,14.8777119822956
"Candidatus_Solibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Sulcia",0,0,0,0,0,0,0,0,0,0,0.664790138132334,0,0,0,0
"Candidatus_Symbiobacter",0,0,0,0,1.80890650440318,0,0,0,1.00431687997607,4.74877552127437,0.664790138132334,0,0,0.581760571539921,0
"Cantharellus",0,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"Capitella",2.36861553784953,0,7.23167891424262,1.9690795512539,1.80890650440318,0,1.21759143689248,1.20302076500158,3.51510907991624,0,1.32958027626467,2.70245072186188,0.763434630989036,0.581760571539921,2.47961866371593
"Capnocytophaga",0,0,0,0,0,0,0,0,0.502158439988034,0,0,4.7292887632583,0,1.74528171461976,0
"X.Capnodiales.",2.36861553784953,17.7986905181539,208.685591525287,51.1960683326014,34.3692235836604,31.9712511636533,137.587832368851,85.4144743151123,49.2115271188273,0,56.5071617412484,10.8098028874475,22.139604298682,9.88992971617865,0
"Capronia",0,4.44967262953847,18.595745779481,2.95361932688085,0,0,3.65277431067745,1.20302076500158,0,0,1.32958027626467,0,0.763434630989036,0,0
"Carboxydothermus",0,0,0,0,1.80890650440318,0,0,0,0,0,0,0,0.763434630989036,1.16352114307984,0
"Cardiobacterium",0,0,0,0,0,0,1.21759143689248,0,0,0,0,0,0,0,0
"X.Carnobacteriaceae.",0,0,0,0,9.0445325220159,0,0,0,10.5453272397487,7.12316328191155,23.2676548346317,6.08051412418924,4.58060778593422,3.49056342923952,0
"Carnobacterium",0,0,0,0,0,0,0,0,3.51510907991624,0,1.994370414397,2.70245072186188,0.763434630989036,2.32704228615968,0
"Castellaniella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catellicoccus",1.18430776892476,0,0,0,0,0,0,0,0.502158439988034,0,0,0,0,0,0
"Catenovulum",0,0,0,0,0,1.45323868925697,0,0,0,0,0,0,0.763434630989036,0,0
"Catenulispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catonella",0,0,0,0,0,0,0,0,0,2.37438776063718,0,0,0,0,0
"X.Caudovirales.",0,0,0,0,0,2.90647737851394,0,0,2.00863375995214,0,0,0,0,0,0
"Caulobacter",0,0,3.09929096324684,0,0,0,0,0,3.0129506399282,0,8.64227179572034,8.10735216558565,2.29030389296711,31.4150708631557,0
"X.Caulobacteraceae.",0,0,0,0,0,0,0,0,4.01726751990427,0,4.65353096692634,5.40490144372377,16.0321272507698,20.9433805754371,0
"Cecembia",0,0,1.03309698774895,0.98453977562695,3.61781300880636,5.81295475702787,0,1.20302076500158,2.00863375995214,0,0,0.675612680465471,0,0,0
"Cedecea",0,0,0,0.98453977562695,1.80890650440318,0,0,9.62416612001265,2.00863375995214,0,3.32395069066167,0,1.52686926197807,0,0
"Celeribacter",0,0,0,0,0,1.45323868925697,1.21759143689248,0,1.00431687997607,0,0.664790138132334,0,0.763434630989036,0,0
"X.Cellulomonadaceae.",0,0,4.13238795099578,0.98453977562695,0,2.90647737851394,0,0,0,0,0,0.675612680465471,2.29030389296711,1.16352114307984,0
"Cellulomonas",0,0,6.19858192649367,0,0,0,0,0,0.502158439988034,0,1.994370414397,3.37806340232735,9.16121557186843,2.32704228615968,0
"Cellulophaga",0,0,0,1.9690795512539,0,0,1.21759143689248,0,0,0,1.32958027626467,0,0,0,0
"Cellulosilyticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cellulosimicrobium",0,0,0,0,1.80890650440318,0,0,0,0,0,0,0,0,0,0
"Cellvibrio",0,0,3.09929096324684,0,0,4.3597160677709,0,1.20302076500158,1.00431687997607,0,1.994370414397,0,0,1.74528171461976,0
"Centipeda",0,0,0,0,0,0,0,0,0,0,0,1.35122536093094,0,0,0
"Cerapachys",0,0,1.03309698774895,0,0,1.45323868925697,0,2.40604153000316,0,0,0,0,0,0,0
"Ceratitis",5.92153884462381,2.22483631476923,0,0,0,0,0,22.85739453503,0,0,0,0,0,0,9.91847465486371
"Ceratocystis",0,2.22483631476923,1.03309698774895,1.9690795512539,0,0,0,0,1.00431687997607,2.37438776063718,1.32958027626467,0,0,0.581760571539921,0
"Cerebratulus",0,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"Ceriporiopsis",0,0,2.06619397549789,0,0,1.45323868925697,3.65277431067745,2.40604153000316,1.00431687997607,0,1.32958027626467,0,0,0,0
"Cesiribacter",0,0,3.09929096324684,0,5.42671951320954,17.4388642710836,0,1.20302076500158,6.52805971984444,0,9.97185207198501,6.08051412418924,2.29030389296711,5.81760571539921,0
"Cetobacterium",0,0,0,0,1.80890650440318,0,0,0,0,0,0,0,0,0,0
"X.Chaetomiaceae.",0,0,5.16548493874473,0.98453977562695,0,0,0,16.8422907100221,0,0,0,0,1.52686926197807,0.581760571539921,0
"Chaetomium",0,0,11.3640668652384,0,0,0,2.43518287378497,8.42114535501107,0,0,0,1.35122536093094,0,0,0
"X.Chaetothyriales.",0,6.6745089443077,83.6808560076645,10.8299375318965,0,0,15.8286886796023,12.0302076500158,1.5064753199641,2.37438776063718,1.32958027626467,0.675612680465471,0,0.581760571539921,0
"Chamaesiphon",0,0,6.19858192649367,1.9690795512539,0,0,0,0,0,0,0,0,0.763434630989036,1.16352114307984,0
"Chelativorans",0,0,0,0,0,4.3597160677709,2.43518287378497,0,2.51079219994017,0,0,0,0,1.74528171461976,0
"Chitinophaga",0,0,22.7281337304768,0,0,33.4244898529103,0,3.60906229500474,20.0863375995214,0,14.6253830389113,10.1341902069821,5.34404241692325,16.8710565746577,0
"Chlamydia",0,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"X.Chlamydiaceae.",0,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"X.Chlamydiales.",0,0,1.03309698774895,0,0,0,0,0,0.502158439988034,0,0,0,0,0,0
"Chlorobaculum",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0,0,0,0
"X.Chlorobiaceae.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.581760571539921,0
"Chlorobium",0,0,0,0.98453977562695,0,4.3597160677709,0,0,0,0,0,0.675612680465471,0,1.16352114307984,4.95923732743185
"X.Chloroflexales.",0,0,0,0,0,0,0,0,0.502158439988034,0,0.664790138132334,6.08051412418924,8.39778094087939,2.32704228615968,4.95923732743185
"X.Chloroflexi.",0,0,2.06619397549789,0,0,0,0,0,3.51510907991624,0,0.664790138132334,16.8903170116368,38.1717315494518,30.2515497200759,0
"X.Chloroflexia.",0,0,0,0,0,1.45323868925697,0,0,3.0129506399282,0,1.994370414397,3.37806340232735,6.10747704791229,6.39936628693913,0
"Chloroflexus",1.18430776892476,2.22483631476923,1.03309698774895,0,0,0,1.21759143689248,0,2.00863375995214,0,3.32395069066167,2.70245072186188,7.63434630989036,7.56288743001897,2.47961866371593
"Chloroherpeton",0,0,0,0.98453977562695,0,0,0,0,1.00431687997607,0,0,0.675612680465471,0.763434630989036,0.581760571539921,0
"Chlorovirus",0,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0.763434630989036,0,0
"Chondromyces",0,0,3.09929096324684,0,0,0,0,0,3.0129506399282,0,0.664790138132334,2.70245072186188,0,0.581760571539921,0
"Chondrus",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0,0,0,0
"X.Chromadorea.",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0,0,0,0
"X.Chromatiaceae.",0,0,0,1.9690795512539,0,0,0,3.60906229500474,0,2.37438776063718,0.664790138132334,1.35122536093094,0,0,0
"X.Chromatiales.",0,0,1.03309698774895,0,0,0,0,1.20302076500158,0,0,0,0,2.29030389296711,0,0
"Chromobacterium",0,0,0,0,1.80890650440318,0,0,1.20302076500158,0,0,0,0,0,0,0
"Chromohalobacter",0,0,1.03309698774895,0,0,0,0,0,1.00431687997607,0,0,0.675612680465471,0.763434630989036,1.16352114307984,0
"X.Chroococcales.",0,0,9.29787288974051,1.9690795512539,0,0,3.65277431067745,3.60906229500474,0,2.37438776063718,0,0.675612680465471,3.81717315494518,0.581760571539921,2.47961866371593
"Chroococcidiopsis",0,0,51.6548493874472,12.7990170831504,0,0,10.9583229320323,1.20302076500158,0.502158439988034,0,0.664790138132334,2.02683804139641,1.52686926197807,3.49056342923952,0
"Chryseobacterium",0,0,23.7612307182257,10.8299375318965,50.6493821232891,329.885182461332,143.675789553313,0,2623.77784893748,256.433878148816,672.10282965179,2486.9302767934,11.4515194648355,1235.65945395079,0
"Chthoniobacter",0,0,0,0,0,0,0,0,0,0,0,0,4.58060778593422,6.39936628693913,0
"Chthonomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citreicella",0,0,3.09929096324684,0,0,0,0,0,1.5064753199641,0,1.32958027626467,0.675612680465471,0,0.581760571539921,0
"Citrobacter",0,8.89934525907693,2.06619397549789,6.89177842938865,3.61781300880636,7.26619344628484,3.65277431067745,22.85739453503,6.02590127985641,18.9951020850975,10.6366422101173,6.75612680465471,12.9783887268136,0,0
"Cladonia",0,0,0,0,0,0,1.21759143689248,0,0,0,0,0,0,0,0
"Cladophialophora",0,0,26.8605216814726,5.9072386537617,0,0,14.6110972427098,2.40604153000316,0,0,0,0,0,0,0
"Cladosporium",0,0,1.03309698774895,0,0,0,1.21759143689248,0,0,0,0.664790138132334,0,0.763434630989036,0,0
"Clavibacter",0,0,0,0,12.6623455308223,7.26619344628484,0,0,16.5712285196051,0,8.64227179572034,14.1878662897749,6.10747704791229,17.4528171461976,9.91847465486371
"Claviceps",0,2.22483631476923,8.26477590199156,0,0,0,97.4073149513986,3.60906229500474,0,0,0,0,0,0,0
"X.Clavicipitaceae.",0,0,0,0.98453977562695,0,0,4.87036574756993,0,0.502158439988034,0,0,0,0,0,0
"Clavispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clonorchis",0,0,0,0,0,0,0,0,0,0,0,0,0.763434630989036,0,0
"X.Clostridia.",0,0,0,0,3.61781300880636,2.90647737851394,0,0,8.53669347979657,0,7.31269151945567,12.1610282483785,11.4515194648355,6.39936628693913,0
"X.Clostridiaceae.",0,0,0,0,5.42671951320954,1.45323868925697,0,1.20302076500158,5.02158439988034,2.37438776063718,3.988740828794,5.40490144372377,1.52686926197807,1.74528171461976,4.95923732743185
"X.Clostridiales.",0,0,19.62884276723,0,77.7829796893368,61.0360249487927,0,0,101.938163317571,0,198.772251301568,45.941662271652,32.0642545015395,91.9181703033075,24.7961866371593
"X.Clostridiales_Family_XIII._Incertae_Sedis.",0,0,0,0,0,0,1.21759143689248,0,0.502158439988034,0,0,1.35122536093094,0.763434630989036,0,0
"X.Clostridiales_Family_XI._Incertae_Sedis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium",0,0,14.4633578284852,0,10.8534390264191,2.90647737851394,0,0,27.6187141993419,0,39.2226181498077,18.2415423725677,13.7418233578026,37.8144371500948,0
"Coccidioides",0,0,0,0,0,0,1.21759143689248,0,0,0,0,0,0,0,0
"Coccinella",0,0,0,0,0,0,0,2.40604153000316,0,0,0,0,0,0,0
"X.Coccinellidae.",0,0,0,0,0,0,0,7.21812459000949,0,0,0,0,0,0,0
"Coleofasciculus",0,0,3.09929096324684,0,0,0,0,1.20302076500158,0.502158439988034,0,0,0.675612680465471,0,2.32704228615968,0
"X.Coleoptera.",0,0,0,0,0,0,0,162.407803275213,0,0,0,0,0,0,0
"Colletotrichum",0,0,16.5295518039831,0,3.61781300880636,2.90647737851394,7.3055486213549,4.81208306000632,7.03021815983247,0,7.31269151945567,1.35122536093094,3.05373852395614,0.581760571539921,0
"Collimonas",0,0,1.03309698774895,0,0,0,0,0,1.00431687997607,0,0.664790138132334,0,0,0.581760571539921,0
"Collinsella",0,0,0,0,0,0,0,0,1.00431687997607,0,0,0,0,0,0
"Colwellia",0,0,2.06619397549789,0,0,0,0,0,0,0,0,0,0,0,0
"X.Comamonadaceae.",0,0,0,0,0,15.9856255818266,0,0,6515.00360040475,4174.17368320017,2294.85555683282,4051.64924475143,242.008778023524,5654.71275536803,0
"Comamonas",0,0,0,0,0,0,0,0,4.5194259598923,0,0,0,0,0,0
"Commensalibacter",1.18430776892476,28.922872092,1.03309698774895,0.98453977562695,5.42671951320954,7.26619344628484,9.74073149513986,1.20302076500158,2.00863375995214,0,1.32958027626467,0,0,0.581760571539921,0
"Conexibacter",0,0,0,0,0,0,0,0,0,0,0,97.9638386674933,122.912975589235,73.8835925855699,0
"Congregibacter",0,0,0,0,0,1.45323868925697,0,0,0,0,0,0,0,0.581760571539921,0
"Coniosporium",1.18430776892476,20.0235268329231,95.044922872903,13.7835568587773,0,4.3597160677709,34.0925602329895,8.42114535501107,4.5194259598923,0,4.65353096692634,0,1.52686926197807,0.581760571539921,0
"Coprinopsis",0,0,3.09929096324684,0,1.80890650440318,0,1.21759143689248,0,1.00431687997607,2.37438776063718,0.664790138132334,0,0.763434630989036,1.16352114307984,0
"Coprobacillus",0,0,0,0,3.61781300880636,0,0,0,0,0,0,0,1.52686926197807,0.581760571539921,0
"Coprococcus",0,0,1.03309698774895,0,0,1.45323868925697,0,1.20302076500158,1.5064753199641,2.37438776063718,3.32395069066167,1.35122536093094,0,0.581760571539921,0
"Coprothermobacter",0,0,1.03309698774895,0,0,0,0,0,0,0,0,1.35122536093094,0,0,0
"Coptotermes",0,2.22483631476923,0,0,0,0,0,0,0,0,0.664790138132334,0,0,0,0
"Coraliomargarita",0,0,0,0,0,0,0,0,0,0,2.65916055252934,0,0,0,0
"Corallococcus",0,0,0,0,0,0,0,0,0.502158439988034,0,0.664790138132334,4.7292887632583,0,2.9088028576996,0
"Cordyceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Cordycipitaceae.",0,0,0,0,0,0,0,1.20302076500158,0,0,0.664790138132334,0,0,0,0
"Corethrella",0,0,0,0,0,0,0,0,1.00431687997607,0,0,0,0,0,0
"X.Coriobacteriaceae.",0,0,0,0,14.4712520352254,13.0791482033127,1.21759143689248,0,7.53237659982051,2.37438776063718,17.2845435914407,0.675612680465471,2.29030389296711,6.98112685847905,2.47961866371593
"X.Corynebacteriaceae.",0,0,0,0,16.2801585396286,10.1726708247988,0,0,19.5841791595333,9.49755104254874,19.2789140058377,9.45857752651659,12.2149540958246,18.6163382892775,12.3980933185796
"Corynebacterium",0,0,0,0,472.12459764923,148.230346304211,0,0,460.981447909015,97.3498981861245,373.612057630372,362.128396729492,359.577711195836,421.776414366443,265.319197017604
"Coxiella",0,0,0,0,0,0,1.21759143689248,0,0,0,0,0,0.763434630989036,0,0
"X.Coxiellaceae.",0,0,1.03309698774895,0,0,0,0,1.20302076500158,0,0,0,0,0,0,0
"Crassostrea",1.18430776892476,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"X.Crenarchaeota.",0,0,0,0,0,0,0,0,0,0,0.664790138132334,2.70245072186188,2.29030389296711,11.0534508592585,0
"Crinalium",0,0,9.29787288974051,0,0,0,0,0,0,0,0,0.675612680465471,1.52686926197807,4.07232400077945,0
"Crithidia",0,0,0,1.9690795512539,0,0,0,0,0,0,0,0,0,0,0
"Croceibacter",0,0,1.03309698774895,0,1.80890650440318,0,0,0,0,0,0,0,0,0,0
"Crocosphaera",0,0,0,0,0,0,1.21759143689248,0,0,0,0,1.35122536093094,0,0.581760571539921,0
"Cronobacter",0,0,0,8.86085798064255,0,0,6.08795718446241,0,7.03021815983247,28.4926531276462,27.921185801558,0,12.9783887268136,0,0
"Cryphonectria",0,0,2.06619397549789,0,0,0,0,0,0,0,2.65916055252934,0.675612680465471,0,0,0
"Cryptobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0.763434630989036,0,0
"Cryptococcus",0,2.22483631476923,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cryptosporangium",0,0,1.03309698774895,0,0,0,0,0,0.502158439988034,0,0,2.70245072186188,0,2.9088028576996,0
"Culex",0,2.22483631476923,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Culicidae.",1.18430776892476,0,0,0,0,0,0,2.40604153000316,0,0,0,0,0,0,0
"Cupriavidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curtobacterium",0,0,13.4302608407363,0,36.1781300880636,8.71943213554181,0,0,6.52805971984444,0,0.664790138132334,3.37806340232735,0,0,0
"Curvibacter",0,0,0,0,0,0,0,0,34.6489323591743,2.37438776063718,7.97748165758801,8.78296484605112,0,10.4716902877186,0
"Curvularia",0,0,0,0,0,0,0,1.20302076500158,0,0,0,0,0,0,0
"Cyanidioschyzon",0,0,0,0,0,0,1.21759143689248,0,0,0,0,0,0,0,0
"X.Cyanobacteria.",7.10584661354858,182.436577811077,1440.13720092203,357.387938552583,0,5.81295475702787,612.448492756919,138.347387975182,7.03021815983247,0,15.2901731770437,88.5052611409767,78.6337669918707,107.625705734885,47.1127546106026
"Cyanobacterium",0,2.22483631476923,1.03309698774895,0,0,0,1.21759143689248,1.20302076500158,0.502158439988034,0,0,0,0,0,0
"Cyanobium",0,0,0,0,0,0,0,0,1.5064753199641,0,0.664790138132334,1.35122536093094,0,0.581760571539921,0
"Cyanothece",0,0,7.23167891424262,0,0,0,2.43518287378497,2.40604153000316,1.00431687997607,0,0,5.40490144372377,4.58060778593422,4.65408457231936,0
"X.Cyclobacteriaceae.",0,0,7.23167891424262,0,12.6623455308223,14.5323868925697,2.43518287378497,0,5.02158439988034,0,13.2958027626467,5.40490144372377,7.63434630989036,9.30816914463873,0
"Cyclobacterium",0,0,1.03309698774895,0,1.80890650440318,4.3597160677709,0,0,3.51510907991624,0,3.988740828794,0,1.52686926197807,4.07232400077945,0
"Cycloclasticus",0,0,0,0,0,0,0,1.20302076500158,0,0,0,0,2.29030389296711,0,2.47961866371593
"Cylindrospermopsis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47961866371593
"Cylindrospermum",0,0,8.26477590199156,4.92269887813475,0,0,0,0,0,0,0.664790138132334,0,0,0,0
"Cyphellophora",1.18430776892476,0,35.1252975834641,2.95361932688085,1.80890650440318,0,9.74073149513986,6.01510382500791,3.0129506399282,0,3.32395069066167,0,0,0.581760571539921,0
