"rows.list[[i]]","PHYLLO09","PHYLLO10","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"UDP.N.acetylglucosamine.6.dehydrogenase..1.1.1.136.",0,0,0,0,0,0,1.59090877548419,0,0,0,0.306584569489484,0,0,0.539347893361958,0,0,3.82201295482921
"Ribitol.5.phosphate.2.dehydrogenase..1.1.1.137.",0,0,0,0,0.944037820840251,0,0,0,0,0,0,0,0,0,0,0,0
"L.iditol.2.dehydrogenase..1.1.1.14.",0,15.2262937878399,0,0,6.60826474588175,0,1.59090877548419,10.5882008263867,4.07379026815436,1.88287191279129,9.19753708468454,3.22997581275328,5.63713849281273,11.3263057606011,1.37213147768692,3.64546373832412,0
"Sorbitol.6.phosphate.2.dehydrogenase..1.1.1.140.",0,0,0,0,0,0,1.59090877548419,0,0,0,0.613169138978969,0,0.867252075817343,0,2.05819721653038,0,0
"X15.hydroxyprostaglandin.dehydrogenase..NAD......1.1.1.141.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X3.beta.hydroxy.Delta.5..steroid.dehydrogenase..1.1.1.145.",0,0,0,0,0,0,0,1.51260011805524,0,0,0,0,0,0,0,0,0
"X20.alpha.hydroxysteroid.dehydrogenase..1.1.1.149.",0,0,0,0,3.776151283361,19.9797846968848,7.95454387742095,0,1.35793008938479,0,0.306584569489484,3.22997581275328,3.46900830326937,0,0,0,0
"D.iditol.2.dehydrogenase..1.1.1.15.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37213147768692,0,0
"Ureidoglycolate.dehydrogenase..1.1.1.154.",0,0,0,0,0,4.43995215486329,0,0,0,0,0,0,1.30087811372601,1.07869578672392,0.68606573884346,0.91136593458103,0
"X3.hydroxybutyryl.CoA.dehydrogenase..1.1.1.157.",0,0,0,0,0.944037820840251,0,0,0,0,0,9.50412165417402,0,6.93801660653874,11.8656536539631,6.17459164959114,7.29092747664824,0
"X7.alpha.hydroxysteroid.dehydrogenase..1.1.1.159.",0,0,0,0,0,0,0,0,0,0,0,0,0.433626037908671,0,0,0,0
"Erythrulose.reductase..1.1.1.162.",0,0,0,0,0,0,0,0,2.71586017876957,0,0,0,0,0,0.68606573884346,0,0
"Cyclopentanol.dehydrogenase..1.1.1.163.",0,0,0,0,0,0,3.18181755096838,0,1.35793008938479,0,0,0,0.433626037908671,0,0,0,0
"X2.dehydropantoate.2.reductase..1.1.1.169.",0,0,0,0,8.49634038756226,0,14.3181789793577,6.05040047222096,5.43172035753914,3.76574382558258,12.8765519185584,14.5348911573897,9.1061467960821,4.85413104025762,10.2909860826519,5.46819560748618,0
"Mannitol.1.phosphate.5.dehydrogenase..1.1.1.17.",0,0,0,0,0,0,4.77272632645257,0,5.43172035753914,1.88287191279129,2.45267655591588,3.22997581275328,5.63713849281273,0,4.11639443306076,0,0
"X.decarboxylating...1.1.1.170.",3.80287814772949,0,0,0,0,0,0,0,0,0,0.613169138978969,0,0.433626037908671,0,0.68606573884346,0.455682967290515,0
"D.xylose.1.dehydrogenase..1.1.1.175.",0,0,0,0,0,0,0,0,1.35793008938479,0,0.919753708468454,0,0.433626037908671,0.539347893361958,0,1.82273186916206,0
"X3.hydroxy.2.methylbutyryl.CoA.dehydrogenase..1.1.1.178.",0,0,0,0,0,0,0,0,0,0,0,0,0,1.07869578672392,0,5.46819560748618,0
"D.xylose.1.dehydrogenase..NADP......1.1.1.179.",0,0,0,0,0,0,0,0,2.71586017876957,0,0,0,0,0,0,0,0
"Inositol.2.dehydrogenase..1.1.1.18.",0,0,0,0,3.776151283361,13.3198564645899,1.59090877548419,22.6890017708286,17.6530911620022,0,4.29218397285278,12.9199032510131,7.37164264444741,4.85413104025762,6.17459164959114,8.65797637851979,0
"Carbonyl.reductase..NADPH...1.1.1.184.",0,0,0,0,0.944037820840251,0,0,0,0,0,0,0,0,0,0,0,0
"GDP.4.dehydro.D.rhamnose.reductase..1.1.1.187.",0,0,0,0,0,0,0,0,0,0,0,1.61498790637664,0,0,0,0,0
"X5.amino.6..5.phosphoribosylamino.uracil.reductase..1.1.1.193.",0,0,0,0,0.944037820840251,0,4.77272632645257,0,0,0,0.919753708468454,0,0,0,3.4303286942173,1.82273186916206,0
"Cinnamyl.alcohol.dehydrogenase..1.1.1.195.",0,0,0,0,0.944037820840251,0,0,0,2.71586017876957,0,0.919753708468454,0,0,0,0,0,0
"Alcohol.dehydrogenase..NADP......1.1.1.2.",0,3.80657344695997,0,0,3.776151283361,17.7598086194532,12.7272702038735,15.1260011805524,0,0,6.13169138978969,9.68992743825983,7.37164264444741,3.23608736017175,2.05819721653038,3.18978077103361,11.4660388644876
"Glucuronolactone.reductase..1.1.1.20.",0,0,0,4.02104988780646,1.8880756416805,0,0,0,2.71586017876957,0,0.306584569489484,0,2.60175622745203,0,0,0.91136593458103,0
"X1.3.propanediol.dehydrogenase..1.1.1.202.",0,0,0,0,0.944037820840251,0,0,0,0,0,1.22633827795794,3.22997581275328,1.73450415163469,0,0,0.91136593458103,0
"IMP.dehydrogenase..1.1.1.205.",0,0,0,0,25.4890211626868,6.65992823229494,23.8636316322629,34.7898027152705,31.2323920558501,22.5944629534955,24.2201809896693,14.5348911573897,23.4158060470683,42.0691356822327,17.83770920993,27.3409780374309,42.0421425031213
"X....neomenthol.dehydrogenase..1.1.1.208.",0,0,0,0,0,0,0,1.51260011805524,0,0,0.306584569489484,0,0.433626037908671,0,0,0,0
"Aldehyde.reductase..1.1.1.21.",0,3.80657344695997,0,0,1.8880756416805,0,3.18181755096838,4.53780035416572,0,3.76574382558258,0.306584569489484,0,2.60175622745203,0,1.37213147768692,1.36704890187155,0
"Gluconate.2.dehydrogenase..1.1.1.215.",0,0,0,0,3.776151283361,15.5398325420215,4.77272632645257,3.02520023611048,10.8634407150783,1.88287191279129,2.45267655591588,3.22997581275328,3.0353822653607,0,0,0,0
"Morphine.6.dehydrogenase..1.1.1.218.",0,0,0,0,0.944037820840251,0,0,0,0,0,0,0,0,0,0,0,0
"Dihydrokaempferol.4.reductase..1.1.1.219.",3.80287814772949,0,0,0,0.944037820840251,0,0,0,0,0,1.22633827795794,0,0.433626037908671,4.31478314689567,0.68606573884346,0,0
"UDP.glucose.6.dehydrogenase..1.1.1.22.",0,0,0,0,13.2165294917635,11.0998803871582,9.54545265290514,10.5882008263867,20.3689513407718,13.180103389539,13.4897210575373,14.5348911573897,19.0795456679815,18.8771762676685,24.0123008595211,20.9614164953637,0
"Histidinol.dehydrogenase..1.1.1.23.",0,0,0,4.02104988780646,16.9926807751245,0,0,0,13.5793008938479,11.2972314767477,17.1687358914111,0,22.5485539712509,14.0230452274109,7.54672312727806,20.0500505607827,0
"Tropinone.reductase.II..1.1.1.236.",0,0,0,0,0.944037820840251,0,0,0,0,0,0,0,0,0,0,0,0
"Quinate.dehydrogenase..1.1.1.24.",0,0,0,0,0,0,0,0,0,0,0.306584569489484,0,0,0,0,0,0
"Carveol.dehydrogenase..1.1.1.243.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.539347893361958,0,0,0
"Methanol.dehydrogenase..1.1.1.244.",0,0,0,0,0.944037820840251,0,0,0,0,0,2.14609198642639,1.61498790637664,1.73450415163469,3.77543525353371,0,3.18978077103361,0
"Shikimate.dehydrogenase..1.1.1.25.",0,0,0,0,4.72018910420125,0,7.95454387742095,7.5630005902762,9.5055106256935,16.9458472151216,6.74486052876866,4.84496371912992,5.20351245490406,1.61804368008587,6.8606573884346,5.01251264019567,0
"D.arabinitol.2.dehydrogenase..1.1.1.250.",0,3.80657344695997,0,0,0,0,0,0,0,0,0.306584569489484,0,0.867252075817343,0,0,0,0
"Galactitol.1.phosphate.5.dehydrogenase..1.1.1.251.",0,0,0,0,0,0,0,0,0,0,0.306584569489484,1.61498790637664,0.433626037908671,0.539347893361958,0.68606573884346,0,0
"Mannitol.dehydrogenase..1.1.1.255.",0,3.80657344695997,0,0,0,0,0,0,0,0,0,0,1.73450415163469,1.07869578672392,0,1.36704890187155,0
"Glyoxylate.reductase..1.1.1.26.",0,0,0,0,0,2.21997607743165,0,0,0,0,2.75926112540536,4.84496371912992,3.46900830326937,3.23608736017175,0.68606573884346,3.18978077103361,0
"sn.glycerol.1.phosphate.dehydrogenase..1.1.1.261.",0,0,0,0,0,0,0,0,0,0,0,0,1.30087811372601,1.61804368008587,0.68606573884346,3.18978077103361,0
"X4.hydroxythreonine.4.phosphate.dehydrogenase..1.1.1.262.",3.80287814772949,7.61314689391993,0,0,20.7688320584855,6.65992823229494,11.1363614283893,15.1260011805524,14.9372309832326,3.76574382558258,15.0226439049847,17.764866970143,14.3096592509862,12.405001547325,6.17459164959114,12.7591230841344,0
"L.idonate.5.dehydrogenase..NAD.P.......1.1.1.264.",0,0,0,0,0,0,0,0,2.71586017876957,0,1.22633827795794,0,0.433626037908671,1.61804368008587,1.37213147768692,0.455682967290515,0
"X1.deoxy.D.xylulose.5.phosphate.reductoisomerase..1.1.1.267.",0,7.61314689391993,0,0,7.552302566722,0,7.95454387742095,13.6134010624972,10.8634407150783,15.0629753023303,13.1831364880478,8.07493953188319,13.8760332130775,12.944349440687,13.0352490380257,10.9363912149724,7.64402590965842
"X2..S..hydroxypropyl.CoM.dehydrogenase..1.1.1.269.",0,0,0,0,0.944037820840251,0,0,0,0,0,0,1.61498790637664,0.867252075817343,0,0,0.455682967290515,0
"L.lactate.dehydrogenase..1.1.1.27.",7.60575629545899,0,0,0,0.944037820840251,0,14.3181789793577,4.53780035416572,0,5.64861573837387,1.53292284744742,3.22997581275328,2.16813018954336,2.69673946680979,1.37213147768692,5.01251264019567,0
"GDP.L.fucose.synthase..1.1.1.271.",0,0,0,0,0,0,0,1.51260011805524,0,0,3.06584569489485,0,5.63713849281273,2.15739157344783,4.11639443306076,11.3920741822629,7.64402590965842
"D.2.hydroxyacid.dehydrogenase..NADP......1.1.1.272.",0,0,0,0,0.944037820840251,0,0,1.51260011805524,1.35793008938479,0,0,0,1.30087811372601,0,0,0.455682967290515,0
"X2.5.didehydrogluconate.reductase..2.dehydro.D.gluconate.forming...1.1.1.274.",0,0,0,8.04209977561292,6.60826474588175,13.3198564645899,15.9090877548419,4.53780035416572,16.2951610726174,0,7.66461423723711,0,9.1061467960821,8.62956629379133,10.9770518214954,9.1136593458103,3.82201295482921
"X....trans.carveol.dehydrogenase..1.1.1.275.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serine.3.dehydrogenase..1.1.1.276.",0,0,0,0,0.944037820840251,0,0,3.02520023611048,1.35793008938479,1.88287191279129,0.306584569489484,1.61498790637664,0.433626037908671,2.69673946680979,0,0,3.82201295482921
"D.lactate.dehydrogenase..1.1.1.28.",0,3.80657344695997,0,12.0631496634194,13.2165294917635,37.739593316338,17.4999965303261,7.5630005902762,14.9372309832326,11.2972314767477,14.7160593354953,25.8398065020262,10.4070249098081,7.01152261370546,6.17459164959114,10.0250252803913,0
"Quinate.shikimate.dehydrogenase..1.1.1.282.",0,0,0,0,0,0,0,0,0,0,0,0,0.433626037908671,0,0,0,0
"Methylglyoxal.reductase..NADPH...1.1.1.283.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.539347893361958,0,0,0
"S..hydroxymethyl.glutathione.dehydrogenase..1.1.1.284.",0,0,0,0,28.3211346252075,0,14.3181789793577,10.5882008263867,8.14758053630871,11.2972314767477,18.7016587388586,16.1498790637664,17.7786675542555,13.483697334049,15.7795119933996,17.7716357243301,3.82201295482921
"Glycerate.dehydrogenase..1.1.1.29.",0,0,0,0,1.8880756416805,0,0,0,2.71586017876957,0,0.919753708468454,0,1.73450415163469,1.61804368008587,0,0,3.82201295482921
"X4.phosphoerythronate.dehydrogenase..1.1.1.290.",0,3.80657344695997,4.90668086696045,12.0631496634194,12.2724916709233,13.3198564645899,20.6818140812945,9.07560070833144,13.5793008938479,16.9458472151216,8.58436794570557,12.9199032510131,6.0707645307214,1.61804368008587,5.48852591074768,3.64546373832412,3.82201295482921
"X1.5.anhydro.D.fructose.reductase..1.5.anhydro.D.mannitol.forming...1.1.1.292.",0,0,0,0,0.944037820840251,0,0,0,0,0,0,0,0,1.07869578672392,0,0,0
"X3.hydroxypropionate.dehydrogenase..NADP......1.1.1.298.",0,0,0,0,0,0,0,0,0,0,0.306584569489484,0,0.867252075817343,0,0.68606573884346,0,0
"Homoserine.dehydrogenase..1.1.1.3.",0,0,0,0,17.9367185959648,0,20.6818140812945,22.6890017708286,23.0848115195414,1.88287191279129,29.73870324048,20.9948427828963,20.3804237817076,30.7428299216316,16.465577732243,19.5943675934922,0
"X3.hydroxybutyrate.dehydrogenase..1.1.1.30.",0,0,0,0,0,0,0,0,0,0,9.50412165417402,0,5.20351245490406,5.93282682698154,0,8.20229341122927,0
"D.arabitol.phosphate.dehydrogenase..1.1.1.301.",0,0,0,0,0,0,0,0,0,0,1.22633827795794,0,0,0,0,0,0
"Diacetyl.reductase...R..acetoin.forming...1.1.1.303.",0,0,0,4.02104988780646,0,13.3198564645899,0,0,6.78965044692393,0,0.919753708468454,6.45995162550655,3.0353822653607,0.539347893361958,0,1.36704890187155,3.82201295482921
"Diacetyl.reductase...S..acetoin.forming...1.1.1.304.",0,0,0,0,0,0,0,1.51260011805524,0,1.88287191279129,0,0,3.0353822653607,0,0.68606573884346,0.455682967290515,0
"S..hydroxymethyl.mycothiol.dehydrogenase..1.1.1.306.",0,3.80657344695997,0,0,0.944037820840251,0,0,0,1.35793008938479,1.88287191279129,0,0,2.16813018954336,2.69673946680979,1.37213147768692,1.82273186916206,0
"X3.hydroxyisobutyrate.dehydrogenase..1.1.1.31.",0,0,0,0,7.552302566722,0,0,1.51260011805524,5.43172035753914,3.76574382558258,10.4238753626425,1.61498790637664,7.80526868235609,4.31478314689567,4.80246017190422,11.8477571495534,0
"X2.hydroxy.4.carboxymuconate.semialdehyde.hemiacetal.dehydrogenase..1.1.1.312.",0,0,0,0,0,0,0,0,1.35793008938479,0,0,0,0,0,0,0,0
"Very.long.chain.3.oxoacyl.CoA.reductase..1.1.1.330.",0,0,0,0,0.944037820840251,0,1.59090877548419,0,0,0,0.306584569489484,0,0,0,0,0,0
"L.2.hydroxycarboxylate.dehydrogenase..NAD......1.1.1.337.",0,0,0,0,0,0,0,0,0,0,0,0,0,1.07869578672392,0,0,0
"X.2R..3.sulfolactate.dehydrogenase..NADP......1.1.1.338.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.539347893361958,0,0,0
"Hydroxymethylglutaryl.CoA.reductase..NADPH...1.1.1.34.",7.60575629545899,0,0,0,1.8880756416805,2.21997607743165,1.59090877548419,1.51260011805524,4.07379026815436,1.88287191279129,3.06584569489485,0,2.16813018954336,3.23608736017175,0,3.18978077103361,0
"X3.hydroxyacyl.CoA.dehydrogenase..1.1.1.35.",0,0,0,0,0.944037820840251,0,6.36363510193676,6.05040047222096,0,0,38.3230711861856,0,25.1503101987029,51.777397762748,27.4426295537384,50.1251264019567,0
"Phosphogluconate.dehydrogenase..NAD.P.....dependent..decarboxylating...1.1.1.351.",0,0,0,0,0,0,0,1.51260011805524,0,0,0.306584569489484,0,0,0,0,0.91136593458103,0
"Acetoacetyl.CoA.reductase..1.1.1.36.",0,0,0,0,0.944037820840251,0,0,0,0,0,6.43827595927918,0,0.867252075817343,4.31478314689567,0,5.01251264019567,0
"Malate.dehydrogenase..1.1.1.37.",0,0,0,0,1.8880756416805,0,0,4.53780035416572,2.71586017876957,1.88287191279129,11.9567982100899,0,7.80526868235609,11.8656536539631,10.9770518214954,14.5818549532965,0
"Malate.dehydrogenase..oxaloacetate.decarboxylating...1.1.1.38.",0,0,0,0,34.9293993710893,37.739593316338,27.0454491832312,3.02520023611048,29.8744619664653,18.8287191279129,9.8107062236635,14.5348911573897,11.2742769856255,9.70826208051525,16.465577732243,15.037537920587,0
"Malate.dehydrogenase..decarboxylating...1.1.1.39.",0,0,0,0,0,0,0,0,0,0,0,0,0,1.07869578672392,0,0.455682967290515,0
"X.R.R..butanediol.dehydrogenase..1.1.1.4.",0,0,0,0,0,8.87990430972659,0,0,0,0,0.919753708468454,0,0.433626037908671,0.539347893361958,0,0,0
"Malate.dehydrogenase..oxaloacetate.decarboxylating...NADP......1.1.1.40.",0,0,0,0,27.3770968043673,8.87990430972659,4.77272632645257,16.6386012986076,19.011021251387,5.64861573837387,30.351872379459,27.4547944084029,28.1856924640636,41.5297877888708,25.384432337208,43.2898818925989,0
"Isocitrate.dehydrogenase..NAD......1.1.1.41.",0,0,0,0,0,0,0,0,0,0,0,0,0,2.15739157344783,0,5.46819560748618,0
"Isocitrate.dehydrogenase..NADP......1.1.1.42.",0,0,0,0,33.985361550249,6.65992823229494,23.8636316322629,36.3024028333258,44.8116929496979,22.5944629534955,32.1913797963959,12.9199032510131,36.8582132222371,33.9789172818034,32.2450897256426,28.2523439720119,19.110064774146
"Phosphogluconate.dehydrogenase..NADP....dependent..decarboxylating...1.1.1.44.",0,0,0,0,9.44037820840251,0,25.454540407747,10.5882008263867,4.07379026815436,24.4773348662868,8.27778337621608,8.07493953188319,9.1061467960821,14.0230452274109,23.3262351206776,15.037537920587,0
"L.arabinose.1.dehydrogenase..1.1.1.46.",0,0,0,0,0.944037820840251,0,0,3.02520023611048,0,1.88287191279129,0.306584569489484,0,0,2.69673946680979,0.68606573884346,2.73409780374309,7.64402590965842
"Glucose.1.dehydrogenase..NAD.P.......1.1.1.47.",0,3.80657344695997,4.90668086696045,0,3.776151283361,2.21997607743165,6.36363510193676,1.51260011805524,1.35793008938479,5.64861573837387,6.13169138978969,3.22997581275328,4.76988641699539,6.4721747203435,6.17459164959114,7.29092747664824,7.64402590965842
"D.galactose.1.dehydrogenase..1.1.1.48.",0,0,0,0,0,0,0,1.51260011805524,0,0,0,1.61498790637664,0.867252075817343,0,0,1.36704890187155,0
"Glucose.6.phosphate.dehydrogenase..NADP......1.1.1.49.",0,0,0,0,22.656907700166,6.65992823229494,6.36363510193676,7.5630005902762,20.3689513407718,0,17.4753204609006,17.764866970143,20.8140498196162,33.4395693884414,26.0704980760515,29.163709906593,3.82201295482921
"Transferred.entry..1.1.1.303.and.1.1.1.304..1.1.1.5.",0,0,0,8.04209977561292,0,0,0,3.02520023611048,0,3.76574382558258,0.919753708468454,1.61498790637664,0,0,0.68606573884346,0.455682967290515,0
"X3.alpha.hydroxysteroid.3.dehydrogenase..Si.specific...1.1.1.50.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X3.or.17..beta.hydroxysteroid.dehydrogenase..1.1.1.51.",0,0,0,0,0,0,1.59090877548419,0,0,1.88287191279129,0,1.61498790637664,0,0,2.74426295537384,1.36704890187155,0
"X3.alpha..or.20.beta..hydroxysteroid.dehydrogenase..1.1.1.53.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ribitol.2.dehydrogenase..1.1.1.56.",0,0,0,4.02104988780646,0.944037820840251,0,0,0,0,0,0,0,0.867252075817343,0.539347893361958,0,0,0
"Fructuronate.reductase..1.1.1.57.",0,0,0,28.1473492146452,4.72018910420125,0,0,3.02520023611048,4.07379026815436,9.41435956395646,2.45267655591588,9.68992743825983,3.0353822653607,3.77543525353371,4.11639443306076,1.36704890187155,7.64402590965842
"Tagaturonate.reductase..1.1.1.58.",0,0,0,0,0,2.21997607743165,0,6.05040047222096,0,0,0.613169138978969,4.84496371912992,6.0707645307214,0,2.74426295537384,1.36704890187155,0
"Glycerol.dehydrogenase..1.1.1.6.",0,0,4.90668086696045,8.04209977561292,0,6.65992823229494,1.59090877548419,3.02520023611048,5.43172035753914,5.64861573837387,1.53292284744742,6.45995162550655,1.73450415163469,1.07869578672392,6.17459164959114,2.27841483645258,0
"X2.hydroxy.3.oxopropionate.reductase..1.1.1.60.",0,0,0,0,0,0,0,0,1.35793008938479,0,0.919753708468454,0,3.46900830326937,0.539347893361958,2.74426295537384,3.64546373832412,0
"X4.hydroxybutyrate.dehydrogenase..1.1.1.61.",0,7.61314689391993,0,0,0,0,0,0,0,0,0.306584569489484,3.22997581275328,0.433626037908671,0,0,0.91136593458103,0
"X17.beta.estradiol.17.dehydrogenase..1.1.1.62.",0,0,0,0,0.944037820840251,0,3.18181755096838,1.51260011805524,1.35793008938479,0,2.75926112540536,0,1.73450415163469,3.23608736017175,1.37213147768692,0.91136593458103,7.64402590965842
"Pyridoxine.4.dehydrogenase..1.1.1.65.",0,0,0,0,5.6642269250415,0,3.18181755096838,1.51260011805524,2.71586017876957,0,4.29218397285278,0,2.16813018954336,3.23608736017175,2.05819721653038,4.10114670561464,0
"Mannitol.2.dehydrogenase..1.1.1.67.",0,0,0,4.02104988780646,0,2.21997607743165,0,0,4.07379026815436,0,0.613169138978969,3.22997581275328,1.73450415163469,2.15739157344783,0,0.91136593458103,3.82201295482921
"Gluconate.5.dehydrogenase..1.1.1.69.",0,0,0,0,0.944037820840251,6.65992823229494,0,0,0,7.53148765116516,3.9855994033633,9.68992743825983,3.0353822653607,7.01152261370546,3.4303286942173,9.56934231310082,11.4660388644876
"X.S.S..butanediol.dehydrogenase..1.1.1.76.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37213147768692,0,0
"Lactaldehyde.reductase..1.1.1.77.",0,0,0,0,0,2.21997607743165,0,3.02520023611048,2.71586017876957,3.76574382558258,0.919753708468454,4.84496371912992,0.867252075817343,0,0,0,0
"Glyoxylate.reductase..NADP......1.1.1.79.",0,0,0,0,5.6642269250415,0,1.59090877548419,15.1260011805524,8.14758053630871,1.88287191279129,0.919753708468454,6.45995162550655,1.30087811372601,1.07869578672392,5.48852591074768,0.455682967290515,0
"Glycerol.3.phosphate.dehydrogenase..NAD......1.1.1.8.",0,0,0,0,0,0,1.59090877548419,0,0,1.88287191279129,0,0,0,0,0,0,0
"Hydroxypyruvate.reductase..1.1.1.81.",0,0,0,4.02104988780646,6.60826474588175,4.43995215486329,4.77272632645257,18.1512014166629,9.5055106256935,1.88287191279129,1.53292284744742,6.45995162550655,0.867252075817343,5.93282682698154,6.17459164959114,0.455682967290515,3.82201295482921
"D.malate.dehydrogenase..decarboxylating...1.1.1.83.",0,0,0,0,0,0,0,0,2.71586017876957,7.53148765116516,0.919753708468454,0,1.73450415163469,0,1.37213147768692,0,0
"X3.isopropylmalate.dehydrogenase..1.1.1.85.",0,0,0,0,13.2165294917635,0,6.36363510193676,3.02520023611048,16.2951610726174,0,15.0226439049847,25.8398065020262,13.4424071751688,12.405001547325,10.9770518214954,24.1511972663973,0
"Ketol.acid.reductoisomerase..1.1.1.86.",0,0,0,0,3.776151283361,19.9797846968848,17.4999965303261,18.1512014166629,8.14758053630871,13.180103389539,24.5267655591588,3.22997581275328,18.2122935921642,30.2034820282697,13.7213147768692,10.4807082476818,11.4660388644876
